review;sentiment_classification;Topico_Dominante;Porcentaje_Similitud
loved.;positive;1;58.33000183105469%
nice;positive;3;58.33000183105469%
great app;positive;2;72.0199966430664%
great and every song imaginable is on this app and it sounded like you're at the concerts the songs are being played at;positive;2;77.08000183105469%
Great app. better than I he a heart radio;positive;3;59.209999084472656%
I kinda like it;positive;4;71.98999786376953%
Love Spotify. It always has every song I ever look for. I don't on the other hand like how the owner of Spotify makes a commission off of Independent Artists. Still though, this App and YouTube Music is where it's at. 💪🐍🦇🤟😎🎵🎶🎚️🎛️🎙️🎧🎹🎼💽🥁🎸🎷;positive;1;58.68000030517578%
had this since I was 13, even though a lot of people trip about having to pay for premium it's definitely way worth the 9 bucks a month. this app has helped me expand my taste in music so far out I even find underground artists all the time. there's so many things you can do in Spotify and personally I think it's one of the best music apps you can have, the customization is unique, the dj that suggests music along your music taste, really over the past years Spotify just keeps getting better 👍;positive;1;55.58000183105469%
it is amazing the only thing I don't like is how I need to pay and I can't go liste n ofline;positive;1;47.5%
Ester karuki;positive;0;16.670000076293945%
😍😍 fantastic;positive;5;58.33000183105469%
grateful to have free;positive;2;39.04999923706055%
great for music;positive;2;52.0099983215332%
Great experience, I greatly recommend.;positive;5;53.529998779296875%
Just to sum it up: One of the best apps you can get!;positive;3;34.880001068115234%
I love it because it has free music;positive;0;54.130001068115234%
5/18/25 (Fixed): Lists are now keeping its position without going up or loading in a loop, I've been testing so far and has been working fantastic!;positive;1;38.77000045776367%
love your music;positive;0;72.18000030517578%
I love it 💕;positive;0;58.31999969482422%
Every day open the spotify application, the music makes us excited to start work activities. success always for spotify;positive;1;44.459999084472656%
incredible;positive;0;58.33000183105469%
love this App but I don't know why on My TV the little play Line thing Keeps Going Fast and Not Keeping up with The Song?;positive;2;59.529998779296875%
Spotify is my go to app for music .love this ♥ ..🥰😍;positive;0;86.06999969482422%
very nice app;positive;3;72.0999984741211%
International Criminal Law.;positive;0;16.670000076293945%
wow I have to say that you are a little bit of a good guy but you can get a little more attention than I did before I have to go through the same way that I have been with you Andy said you are not going back there and mah you will tell me what happened in my house so you know that it wasn't the first day I had said that he wasted my day with;positive;1;50.09000015258789%
Nice;positive;3;58.33000183105469%
it's very good sound and music I like it 😊😊;positive;3;43.2599983215332%
the best music app;positive;0;79.12000274658203%
love it;positive;0;58.31999969482422%
thanx now I can worship Yeshua with proper gospel music;positive;2;79.0%
I have been on Spotify for a few years now and I believe it is by far the best streaming service for music in my opinion. They pretty much keep up to date with releases of music past present and future. The only thing I would say is I wish record companies would release the records as they were in their original formats that way everybody gets paid. I'm not a fan of seeing five tracks pulled from an album just because of copyright I mean they should make sense of it by now already really.;positive;1;34.939998626708984%
u love this!!;positive;1;38.900001525878906%
I am so impressed with this app . I just hope this app does not disappoint me like the other apps.;positive;0;40.349998474121094%
Great!!;positive;2;58.290000915527344%
very good;positive;4;58.33000183105469%
Good;positive;4;58.33000183105469%
perfect;positive;1;58.279998779296875%
my favorite songs are on the app,and I love the fact that you can get your favorite song-writers albums early;positive;2;59.560001373291016%
good;positive;4;58.33000183105469%
great app;positive;2;72.01000213623047%
great;positive;2;58.29999923706055%
😎 🆒️;positive;0;16.670000076293945%
now it is good;positive;4;58.33000183105469%
this is the most place of downloading music I love it so much;positive;0;50.43000030517578%
I like this app😄😄;positive;1;38.90999984741211%
❤️‍🩹💕❤️‍🔥🤘💯😍👌😊🥺🤣I am in love;positive;0;58.31999969482422%
verygood;positive;0;16.670000076293945%
I really love this app and use it a lot, but one time I remember that my discover weakly was going to refresh, which is every Monday but it didn't reset for 3 weeks and then just went back to normal. which is weird;positive;2;53.959999084472656%
It's just perfectly awesome!;positive;0;72.22000122070312%
Greet the world with Open Arms;positive;3;38.900001525878906%
"love""em";positive;0;58.31999969482422%
5/5 stars, nice songs.;positive;1;29.540000915527344%
I love it, I can find any music I like from any time period it's great 😃👍 I'm telling everyone I know.;positive;2;54.06999969482422%
good;positive;4;58.33000183105469%
plays what I like to hear;positive;2;79.0999984741211%
I love you Spotify;positive;0;72.16999816894531%
smooth running and enjoyable;positive;5;29.18000030517578%
Awesome;positive;0;58.33000183105469%
The Best Music App;positive;0;79.12000274658203%
They just updated the DJ X feature to take requests, and it is one of the best updates to anything I've ever seen. DJ X is a real one 🙏❤️;positive;1;69.55000305175781%
good;positive;4;58.33000183105469%
enjoying the app;positive;3;72.0999984741211%
have a few playlists made of good songs that are pretty good;positive;4;59.4900016784668%
chill;positive;4;58.33000183105469%
great and exceptional list of musics;positive;2;44.41999816894531%
I love this app;positive;0;72.16999816894531%
I love music and I'm always on Spotify;positive;0;62.41999816894531%
best😃🌟.;positive;0;58.33000183105469%
Love Spotify;positive;0;72.16999816894531%
Excellent song recommendations 😊;positive;3;29.170000076293945%
best music up ever...;positive;0;79.1500015258789%
The Music 🎶 is great. The App itself needs a some improvements.;positive;2;86.0%
Good app;positive;4;72.0199966430664%
I hve addicted to this app😀😀;positive;0;58.13999938964844%
Love it;positive;0;58.31999969482422%
good;positive;4;58.33000183105469%
i love it;positive;0;58.31999969482422%
this is cool;positive;0;58.33000183105469%
good service, lots of variation;positive;4;79.1500015258789%
so good app;positive;4;72.02999877929688%
love it;positive;0;58.31999969482422%
source full;positive;4;38.88999938964844%
holy grail for building playlists;positive;5;58.20000076293945%
good;positive;4;58.33000183105469%
downloaded mat karna Badshah ke gane ad suggest me aajate hai;positive;4;46.18000030517578%
I love it when ( •᷄ࡇ•᷅ )ʷʰᵉⁿ you can get ait for free;positive;4;29.170000076293945%
This app is the best in the world when it comes to music;positive;0;43.29999923706055%
love it;positive;0;58.31999969482422%
great app;positive;2;72.0199966430664%
Awesome compilation of music;positive;0;72.18000030517578%
ok;positive;3;58.33000183105469%
It brings all kinds of music closer to me, absolutely love it;positive;2;47.58000183105469%
Gamaawale bhai;positive;2;58.33000183105469%
amazing 👏 🤩 🙀 😯 😮 😲 👏 🤩 🙀 😯 😮 😲 👏 🤩 🙀;positive;0;58.33000183105469%
amazing app experience, easy ti use and not that much ads i love this app!!;positive;0;49.810001373291016%
perfect;positive;1;58.279998779296875%
best app!! especially if u have to listen rain sounds to sleep😩;positive;1;45.36000061035156%
phenomenal!!!;positive;3;58.33000183105469%
enjoying by;positive;3;58.33000183105469%
Incredibly nice app;positive;3;72.0999984741211%
it's an awesome app for whatever it is you listen too from music to podcasts it is great;positive;2;50.33000183105469%
simply the best android music experience.;positive;0;73.55999755859375%
👍👍;positive;0;16.670000076293945%
nice song experience but lot of ads;positive;4;69.36000061035156%
פלייליסטים מעולים חוויה נוחה;positive;0;16.670000076293945%
best music player app;positive;0;54.84000015258789%
good;positive;4;58.33000183105469%
I LOVE SPOTIFYYYY🩷🩷🩷❤️❤️❤️;positive;0;58.31999969482422%
it is very good;positive;4;58.33000183105469%
Simple..Just The Best..👍💕✨🎤🎵🎶👍;positive;0;38.88999938964844%
💕🤗;positive;0;16.670000076293945%
It's a greater experience if the curious just download it, make an informative choice for themselves, my experiences will differ from everyone else's;positive;5;38.689998626708984%
very interesting app I like app;positive;3;51.790000915527344%
What has happened to this app. Without premium it's useless We can't play previous song, ads have been increased a lot, cant listen to specific part of song and playlist is playing on shuffle only. But now it's back to normal;positive;4;33.7400016784668%
very nice👍👍👍👍👏👏👏 ❤❤❤❤😘😘😘😘😘💯💯💯👌👌👌✌✌✌;positive;3;58.33000183105469%
best app;positive;0;72.16999816894531%
nice;positive;3;58.33000183105469%
love music;positive;0;72.18000030517578%
it's da best;positive;0;38.900001525878906%
This is a Bad*** Music App. I recommended it to my friends and family. I would recommend it to all the people that's like any type of music but that up to you all. Just give it a try and I promise you you won't regret it, listen to the One who use to be a Dj. 🎼 MUSIC IS LIFE🎵 🎶🎶🎶....;positive;1;35.939998626708984%
GooD;positive;4;58.33000183105469%
Very good application for streaming music online and for listening music offline;positive;4;44.68000030517578%
